outcome,month,MMWR week,Age group,Vaccine product,Vaccinated with outcome,Fully vaccinated population,Unvaccinated with outcome,Unvaccinated population,Crude vax IR,Crude unvax IR,Crude IRR,Age adjusted vax IR,Age adjusted unvax IR,Age adjusted IRR,Continuity correction
case,AUG 2022,202233,50-64,all_types,50214,35053044,24972,6275309.700000001,143.25146769,397.940519175,2.777915826,,,,1
case,AUG 2022,202233,65-79,all_types,37433,25981688.55,14405,1980837.5,144.074546687,727.217654149,5.047509577,,,,1
case,AUG 2022,202233,80+,all_types,14423,7579955,5434,950163.4,190.278174475,571.901632919,3.005608155,,,,1
case,AUG 2022,202233,all_ages_adj,all_types,206841,150626625.55,161930,52966875.8,137.32034376,305.71937188,2.226322506,131.709970036,367.353322848,2.789107937,1
case,AUG 2022,202233,all_ages_adj,Janssen,11927,11383493,161930,52966875.8,104.774518682,305.71937188,2.917879039,87.509185392,367.353322848,4.197883013,1
case,AUG 2022,202233,all_ages_adj,Moderna,75610,52153313,161930,52966875.8,144.976408306,305.71937188,2.108752558,142.505254118,367.353322848,2.577823008,1
case,AUG 2022,202233,all_ages_adj,Pfizer,118951,87042613,161930,52966875.8,136.658351467,305.71937188,2.237107126,135.002850044,367.353322848,2.721078279,1
case,AUG 2022,202234,5-11,all_types,5394,5850660,21407,13204749,92.194726749,162.115917538,1.758407701,,,,0
case,AUG 2022,202234,12-17,all_types,10965,10389974,18441,6278510,105.534431559,293.716184254,2.783131343,,,,0
case,AUG 2022,202234,18-29,all_types,28070,23323939,29607,11623589,120.348454007,254.714787317,2.116477436,,,,1
case,AUG 2022,202234,30-49,all_types,55947,42523066,42632,12570232.2,131.568593854,339.15045738,2.57774631,,,,1
case,AUG 2022,202234,50-64,all_types,46719,35067411,22566,6264977.700000001,133.22625956,360.192822394,2.703617317,,,,1
case,AUG 2022,202234,65-79,all_types,35173,25991888.55,12866,1976511.5,135.32298714,650.944859162,4.810305129,,,,1
case,AUG 2022,202234,80+,all_types,13720,7583070,4809,948437.4,180.929359745,507.044534515,2.802444751,,,,1
case,AUG 2022,202234,all_ages_adj,all_types,195988,150730008.55,152328,52867006.8,130.025866704,288.13433788,2.21597706,125.304177252,341.480982089,2.725216266,1
case,AUG 2022,202234,all_ages_adj,Janssen,11041,11387575,152328,52867006.8,96.956551329,288.13433788,2.971788228,96.474348034,341.480982089,3.539603937,1
case,AUG 2022,202234,all_ages_adj,Moderna,71097,52176396,152328,52867006.8,136.262765255,288.13433788,2.114549322,128.627319139,341.480982089,2.654809137,1
case,AUG 2022,202234,all_ages_adj,Pfizer,113399,87118897,152328,52867006.8,130.165789404,288.13433788,2.213594979,128.406385374,341.480982089,2.659376955,1
case,AUG 2022,202235,5-11,all_types,4021,5876978,14348,13182293,68.41951765,108.842975953,1.590817645,,,,0
case,AUG 2022,202235,12-17,all_types,9729,10399929,14816,6269159,93.548715573,236.331539844,2.526293797,,,,0
case,AUG 2022,202235,18-29,all_types,25568,23342713,26085,11602054,109.533112111,224.830879084,2.052629335,,,,1
case,AUG 2022,202235,30-49,all_types,47502,42539100,36155,12552285.2,111.666678421,288.03520175,2.579419446,,,,1
case,AUG 2022,202235,50-64,all_types,40544,35079810,19380,6257203.700000001,115.576452666,309.72301573,2.67981071,,,,1
case,AUG 2022,202235,65-79,all_types,32020,26000390.55,11559,1973891.5,123.151996269,585.594496962,4.755054849,,,,1
case,AUG 2022,202235,80+,all_types,12488,7585734,4394,947346.4,164.624807566,463.821892393,2.81744835,,,,1
case,AUG 2022,202235,all_ages_adj,all_types,171872,150824654.55,126737,52784232.8,113.954844129,240.103897086,2.107009131,108.534218476,292.165354272,2.691919271,1
case,AUG 2022,202235,all_ages_adj,Janssen,9918,11390906,126737,52784232.8,87.069456986,240.103897086,2.757613351,96.925954162,292.165354272,3.014314966,1
case,AUG 2022,202235,all_ages_adj,Moderna,62234,52197285,126737,52784232.8,119.228423471,240.103897086,2.013814241,109.315323081,292.165354272,2.67268436,1
case,AUG 2022,202235,all_ages_adj,Pfizer,99393,87188844,126737,52784232.8,113.997382509,240.103897086,2.106222896,111.555864668,292.165354272,2.619004883,1
case,SEP 2022,202236,5-11,all_types,2902,5902124,9195,13166571,49.168739932,69.835950454,1.42033232,,,,0
case,SEP 2022,202236,12-17,all_types,6468,10409251,8742,6263337,62.137035604,139.574159909,2.246231391,,,,0
case,SEP 2022,202236,18-29,all_types,20447,23359813,19763,11585899,87.530666448,170.578044915,1.948780374,,,,1
case,SEP 2022,202236,30-49,all_types,39341,42554504,27722,12538105.2,92.448498519,221.101989159,2.391623365,,,,1
case,SEP 2022,202236,50-64,all_types,33976,35090548,15553,6252119.700000001,96.823794259,248.763631317,2.569240683,,,,1
case,SEP 2022,202236,65-79,all_types,27738,26007394.55,9712,1971285.5,106.654282291,492.673435684,4.619349782,,,,1
case,SEP 2022,202236,80+,all_types,11358,7587778,4086,946646.4,149.688090506,431.628958817,2.883522379,,,,1
case,SEP 2022,202236,all_ages_adj,all_types,142230,150911412.55,94773,52723963.8,94.247345245,179.753177055,1.907249234,88.207295902,227.346349797,2.57740981,1
case,SEP 2022,202236,all_ages_adj,Janssen,8084,11394049,94773,52723963.8,70.94931749,179.753177055,2.533543428,82.3468332,227.346349797,2.760839014,1
case,SEP 2022,202236,all_ages_adj,Moderna,52653,52215627,94773,52723963.8,100.837628551,179.753177055,1.782600202,93.475569191,227.346349797,2.432147263,1
case,SEP 2022,202236,all_ages_adj,Pfizer,81260,87253235,94773,52723963.8,93.131217427,179.753177055,1.930106596,90.825730635,227.346349797,2.503105103,1
case,SEP 2022,202237,5-11,all_types,3245,5924664,8984,13149310,54.771038493,68.322976643,1.247428906,,,,0
case,SEP 2022,202237,12-17,all_types,6444,10417404,7895,6256296,61.858021442,126.192878342,2.040040651,,,,0
case,SEP 2022,202237,18-29,all_types,17770,23375079,17365,11565616,76.021133447,150.143321376,1.975020821,,,,1
case,SEP 2022,202237,30-49,all_types,35935,42568808,24501,12519405.2,84.416270242,195.704185691,2.318323057,,,,1
case,SEP 2022,202237,50-64,all_types,32085,35099152,14123,6244320.700000001,91.412464894,226.173521165,2.474208757,,,,1
case,SEP 2022,202237,65-79,all_types,26256,26012657.55,9017,1966245.5,100.935477083,458.589733581,4.543394918,,,,1
case,SEP 2022,202237,80+,all_types,10733,7589396,3753,945381.4,141.421003727,396.982635791,2.807098135,,,,1
case,SEP 2022,202237,all_ages_adj,all_types,132468,150987160.55,85638,52646574.8,87.734612345,162.66585305,1.85406704,82.440960234,205.797998081,2.49630763,1
case,SEP 2022,202237,all_ages_adj,Janssen,7548,11396855,85638,52646574.8,66.22879733,162.66585305,2.456119688,53.005197725,205.797998081,3.882600328,1
case,SEP 2022,202237,all_ages_adj,Moderna,48835,52231722,85638,52646574.8,93.496821721,162.66585305,1.739800884,90.389216468,205.797998081,2.27679812,1
case,SEP 2022,202237,all_ages_adj,Pfizer,75924,87308735,85638,52646574.8,86.960371147,162.66585305,1.870574503,84.829214983,205.797998081,2.426027379,1
case,SEP 2022,202238,5-11,all_types,2579,5941158,7004,13135626,43.409045846,53.320641133,1.228330181,,,,0
case,SEP 2022,202238,12-17,all_types,5537,10422896,6858,6250615,53.123431338,109.717203827,2.065325998,,,,0
case,SEP 2022,202238,18-29,all_types,14882,23386893,14410,11546462,63.633933759,124.800133582,1.961219843,,,,1
case,SEP 2022,202238,30-49,all_types,32208,42580153,22412,12502356.2,75.640874282,179.262209791,2.369911923,,,,1
case,SEP 2022,202238,50-64,all_types,29069,35103546,13660,6236764.700000001,82.809297955,219.023815345,2.644918152,,,,1
case,SEP 2022,202238,65-79,all_types,24489,26014277.55,8727,1960346.5,94.1367676,445.176401213,4.729038532,,,,1
case,SEP 2022,202238,80+,all_types,10014,7590087,3680,943691.4,131.935246592,389.957988385,2.95567711,,,,1
case,SEP 2022,202238,all_ages_adj,all_types,118778,151039010.55,76751,52575861.8,78.640610507,145.981439718,1.856311119,72.962723395,190.117384912,2.605678298,1
case,SEP 2022,202238,all_ages_adj,Janssen,6646,11399076,76751,52575861.8,58.302971223,145.981439718,2.5038422,47.79064052,190.117384912,3.978130087,1
case,SEP 2022,202238,all_ages_adj,Moderna,43891,52243510,76751,52575861.8,84.012349094,145.981439718,1.73761883,74.467986966,190.117384912,2.553008248,1
case,SEP 2022,202238,all_ages_adj,Pfizer,68096,87345124,76751,52575861.8,77.96199362,145.981439718,1.872469301,75.50978071,190.117384912,2.51778489,1
death,APR 2021,202114,12-17,all_types,0,35678,2,16752366,0,0.0119386,,,,,0
death,APR 2021,202114,18-29,all_types,0,2413056,24,29719669,0,0.080754601,,,,,0
death,APR 2021,202114,30-49,all_types,2,7012676,214,39467712,0.0285198,0.542215368,19.011903502,,,,0
death,APR 2021,202114,50-64,all_types,8,7029649,651,21919717,0.113803691,2.969928854,26.096946752,,,,0
death,APR 2021,202114,65-79,all_types,54,13716126,767,7435847,0.393697171,10.31489755,26.200080457,,,,0
death,APR 2021,202114,80+,all_types,71,4688011,581,2453455,1.514501566,23.680890825,15.636095307,,,,0
death,APR 2021,202114,all_ages_adj,all_types,135,34895196,2239,117748766,0.386872737,1.901506127,4.915068815,0.136339537,2.86691916,21.027789979,0
death,APR 2021,202114,all_ages_adj,Janssen,17,2145204,2239,117748766,0.792465425,1.901506127,2.3994815,0.558744104,2.86691916,5.131005664,0
death,APR 2021,202114,all_ages_adj,Moderna,32,15284087,2239,117748766,0.209368083,1.901506127,9.082120336,0.084740815,2.86691916,33.831621315,0
death,APR 2021,202114,all_ages_adj,Pfizer,86,17414237,2239,117748766,0.493848797,1.901506127,3.850381204,0.169161583,2.86691916,16.9478147,0
death,APR 2021,202115,12-17,all_types,0,52353,4,16501896,0,0.0242396,,,,,0
death,APR 2021,202115,18-29,all_types,0,2997463,35,27944976,0,0.125246127,,,,,0
death,APR 2021,202115,30-49,all_types,4,8596155,202,36507425,0.0465324,0.5533121,11.890891442,,,,0
death,APR 2021,202115,50-64,all_types,16,9032740,569,19896791,0.177133406,2.859757636,16.144654495,,,,0
death,APR 2021,202115,65-79,all_types,56,15690904,791,6824293,0.35689467,11.590944293,32.477213244,,,,0
death,APR 2021,202115,80+,all_types,91,5077971,541,2321484,1.792054346,23.304058955,13.004102809,,,,0
death,APR 2021,202115,all_ages_adj,all_types,167,41447586,2142,109996865,0.40291852,1.947328226,4.833057133,0.161498297,2.989103577,18.508576472,1
death,APR 2021,202115,all_ages_adj,Janssen,22,2803915,2142,109996865,0.784617223,1.947328226,2.481883101,0.589467597,2.989103577,5.070853073,1
death,APR 2021,202115,all_ages_adj,Moderna,48,17901134,2142,109996865,0.268139437,1.947328226,7.262371566,0.113641723,2.989103577,26.302870972,1
death,APR 2021,202115,all_ages_adj,Pfizer,97,20686596,2142,109996865,0.468902665,1.947328226,4.152947659,0.181346748,2.989103577,16.482807727,1
death,APR 2021,202116,12-17,all_types,0,81784,0,16230859,0,0,,,,,0
death,APR 2021,202116,18-29,all_types,0,3908275,20,26484245,0,0.075516595,,,,,0
death,APR 2021,202116,30-49,all_types,4,10794364,184,34154751,0.0370564,0.538724466,14.537969959,,,,0
death,APR 2021,202116,50-64,all_types,19,11748570,522,18455645,0.16172181,2.828402909,17.489310295,,,,0
death,APR 2021,202116,65-79,all_types,59,17183339,737,6370723,0.343355852,11.568545674,33.692583398,,,,0
death,APR 2021,202116,80+,all_types,98,5385617,497,2220680,1.819661517,22.380532089,12.29928307,,,,0
death,APR 2021,202116,all_ages_adj,all_types,180,49101949,1960,103916903,0.366584227,1.886122415,5.145127034,0.15480043,2.926206106,18.903087706,1
death,APR 2021,202116,all_ages_adj,Janssen,32,4426775,1960,103916903,0.722873875,1.886122415,2.60919986,0.587235761,2.926206106,4.983017555,1
death,APR 2021,202116,all_ages_adj,Moderna,55,20516047,1960,103916903,0.268082833,1.886122415,7.035595655,0.107155277,2.926206106,27.308091428,1
death,APR 2021,202116,all_ages_adj,Pfizer,93,24095563,1960,103916903,0.385963175,1.886122415,4.886793706,0.153247518,2.926206106,19.094639457,1
death,APR 2021,202117,12-17,all_types,0,132954,4,15991760,0,0.0250129,,,,,0
death,APR 2021,202117,18-29,all_types,0,4911586,22,25318648,0,0.086892475,,,,,0
death,APR 2021,202117,30-49,all_types,4,13101936,175,32303677,0.0305298,0.541733995,17.744410334,,,,0
death,APR 2021,202117,50-64,all_types,25,14648095,469,17254999,0.170670657,2.718052896,15.925718813,,,,0
death,APR 2021,202117,65-79,all_types,66,18229500,583,6002253,0.362050523,9.713019428,26.827801161,,,,0
death,APR 2021,202117,80+,all_types,96,5599794,420,2139374,1.714348778,19.631911017,11.451526825,,,,0
death,APR 2021,202117,all_ages_adj,all_types,191,56623865,1673,99010711,0.337313604,1.689716176,5.009333018,0.151870533,2.593036927,17.073996306,1
death,APR 2021,202117,all_ages_adj,Janssen,39,5527993,1673,99010711,0.70550017,1.689716176,2.395061332,0.631638516,2.593036927,4.105254603,1
death,APR 2021,202117,all_ages_adj,Moderna,55,23345539,1673,99010711,0.235591048,1.689716176,7.172242708,0.088687581,2.593036927,29.237880763,1
death,APR 2021,202117,all_ages_adj,Pfizer,97,27683465,1673,99010711,0.350389664,1.689716176,4.822391611,0.159487335,2.593036927,16.258575821,1
death,MAY 2021,202118,12-17,all_types,0,227505,2,15830578,0,0.0126338,,,,,0
death,MAY 2021,202118,18-29,all_types,0,5918267,21,24482089,0,0.085776994,,,,,0
death,MAY 2021,202118,30-49,all_types,4,15389460,154,30954918,0.0259918,0.497497684,19.140551753,,,,0
death,MAY 2021,202118,50-64,all_types,29,17377830,399,16355568,0.166879294,2.439536187,14.61856729,,,,0
death,MAY 2021,202118,65-79,all_types,49,18975969,555,5706049,0.258221332,9.726520049,37.667376108,,,,0
death,MAY 2021,202118,80+,all_types,71,5748579,388,2073354,1.235087836,18.713639832,15.151667176,,,,0
death,MAY 2021,202118,all_ages_adj,all_types,153,63637610,1519,95402556,0.240423863,1.592200528,6.622472955,0.118548074,2.489317091,20.998376581,1
death,MAY 2021,202118,all_ages_adj,Janssen,23,5533373,1519,95402556,0.415659671,1.592200528,3.830538874,0.331199824,2.489317091,7.516058021,1
death,MAY 2021,202118,all_ages_adj,Moderna,59,26365860,1519,95402556,0.223774229,1.592200528,7.115209526,0.08982628,2.489317091,27.712570149,1
death,MAY 2021,202118,all_ages_adj,Pfizer,70,31668226,1519,95402556,0.221041747,1.592200528,7.203166592,0.117097519,2.489317091,21.258495521,1
death,MAY 2021,202119,12-17,all_types,0,383460,1,15468684,0,0.00646467,,,,,0
death,MAY 2021,202119,18-29,all_types,0,7181870,22,23792821,0,0.092464866,,,,,0
death,MAY 2021,202119,30-49,all_types,2,17902628,139,29914442,0.0111715,0.464658508,41.593042117,,,,0
death,MAY 2021,202119,50-64,all_types,11,19712449,353,15682246,0.0558023,2.250953084,40.337998066,,,,0
death,MAY 2021,202119,65-79,all_types,53,19556975,447,5473627,0.271003056,8.166431509,30.134093746,,,,0
death,MAY 2021,202119,80+,all_types,67,5865387,285,2019966,1.142294618,14.109148372,12.351584394,,,,0
death,MAY 2021,202119,all_ages_adj,all_types,133,70602769,1247,92351786,0.188377881,1.350271667,7.167888614,0.090664225,2.083059456,22.975539213,1
death,MAY 2021,202119,all_ages_adj,Janssen,12,5680925,1247,92351786,0.211233206,1.350271667,6.392326723,0.196035588,2.083059456,10.625924999,1
death,MAY 2021,202119,all_ages_adj,Moderna,45,29091903,1247,92351786,0.154682215,1.350271667,8.729327189,0.06858308,2.083059456,30.372789602,1
death,MAY 2021,202119,all_ages_adj,Pfizer,76,35757222,1247,92351786,0.212544476,1.350271667,6.352889966,0.103630873,2.083059456,20.100761475,1
death,MAY 2021,202120,12-17,all_types,0,632258,1,14242046,0,0.00702146,,,,,0
death,MAY 2021,202120,18-29,all_types,1,8740369,12,23044552,0.0114412,0.052073,4.551376308,,,,0
death,MAY 2021,202120,30-49,all_types,2,20549859,113,28789013,0.0097324,0.392510851,40.330213248,,,,0
death,MAY 2021,202120,50-64,all_types,19,21589060,283,15016311,0.088007537,1.884617334,21.414271945,,,,0
death,MAY 2021,202120,65-79,all_types,60,20041453,413,5253997,0.299379491,7.860682067,26.2565817,,,,0
death,MAY 2021,202120,80+,all_types,66,5963675,225,1971796,1.106700147,11.410916748,10.310757415,,,,0
death,MAY 2021,202120,all_ages_adj,all_types,148,77516674,1047,88317715,0.190926664,1.185492627,6.209151725,0.099930246,1.839351628,18.406355452,1
death,MAY 2021,202120,all_ages_adj,Janssen,25,6034915,1047,88317715,0.414256042,1.185492627,2.861738896,0.347590131,1.839351628,5.291725688,1
death,MAY 2021,202120,all_ages_adj,Moderna,56,31390322,1047,88317715,0.178398935,1.185492627,6.645177733,0.081453102,1.839351628,22.581725963,1
death,MAY 2021,202120,all_ages_adj,Pfizer,67,40015261,1047,88317715,0.167436119,1.185492627,7.080268194,0.0944877,1.839351628,19.466572053,1
death,MAY 2021,202121,12-17,all_types,0,895726,1,13540880,0,0.00738504,,,,,0
death,MAY 2021,202121,18-29,all_types,1,10168910,8,22419674,0.0098339,0.0356829,3.628566588,,,,0
death,MAY 2021,202121,30-49,all_types,0,22813321,87,27884345,0,0.312003025,,,,,0
death,MAY 2021,202121,50-64,all_types,21,22983230,229,14497537,0.091370969,1.579578655,17.287533114,,,,0
death,MAY 2021,202121,65-79,all_types,46,20426961,355,5081199,0.225192578,6.986539988,31.024734752,,,,0
death,MAY 2021,202121,80+,all_types,50,6045574,207,1933633,0.827051327,10.70523724,12.943860784,,,,0
death,MAY 2021,202121,all_ages_adj,all_types,118,83333722,887,85357268,0.14159934,1.039161656,7.33874649,0.077042052,1.624666142,21.088043587,1
death,MAY 2021,202121,all_ages_adj,Janssen,15,6380301,887,85357268,0.235098626,1.039161656,4.420109437,0.218257958,1.624666142,7.443788797,1
death,MAY 2021,202121,all_ages_adj,Moderna,41,33558036,887,85357268,0.122176399,1.039161656,8.505420555,0.0612058,1.624666142,26.544313844,1
death,MAY 2021,202121,all_ages_adj,Pfizer,62,43317607,887,85357268,0.143128867,1.039161656,7.260321974,0.083453099,1.624666142,19.468014613,1
death,JUN 2021,202122,12-17,all_types,0,1128399,0,13107940,0,0,,,,,0
death,JUN 2021,202122,18-29,all_types,0,11344552,10,21984414,0,0.0454868,,,,,0
death,JUN 2021,202122,30-49,all_types,2,24687465,88,27240475,0.0081013,0.323048699,39.876267209,,,,0
death,JUN 2021,202122,50-64,all_types,19,24104776,208,14132498,0.078822554,1.471785101,18.672131677,,,,0
death,JUN 2021,202122,65-79,all_types,40,20753836,255,4961781,0.192735454,5.139283656,26.664962541,,,,0
death,JUN 2021,202122,80+,all_types,50,6117492,139,1907813,0.817328408,7.285829376,8.914200585,,,,0
death,JUN 2021,202122,all_ages_adj,all_types,111,88136520,700,83334921,0.125940983,0.839983997,6.669663632,0.071822266,1.265177545,17.615394332,1
death,JUN 2021,202122,all_ages_adj,Janssen,16,6735856,700,83334921,0.237534769,0.839983997,3.536257027,0.233001475,1.265177545,5.429912181,1
death,JUN 2021,202122,all_ages_adj,Moderna,36,35522522,700,83334921,0.101344156,0.839983997,8.288430555,0.050041,1.265177545,25.282809535,1
death,JUN 2021,202122,all_ages_adj,Pfizer,58,45798795,700,83334921,0.126640887,0.839983997,6.632802563,0.080086165,1.265177545,15.797704163,1
death,JUN 2021,202123,12-17,all_types,0,1281594,0,12719363,0,0,,,,,0
death,JUN 2021,202123,18-29,all_types,0,12190848,10,21586131,0,0.046326,,,,,0
death,JUN 2021,202123,30-49,all_types,1,26028507,88,26650694,0.00384194,0.33019778,85.945552337,,,,0
death,JUN 2021,202123,50-64,all_types,12,24933249,208,13806357,0.0481285,1.50655238,31.302704689,,,,0
death,JUN 2021,202123,65-79,all_types,39,21009498,225,4852321.400000002,0.185630328,4.636955829,24.979516466,,,,1
death,JUN 2021,202123,80+,all_types,46,6174723,136,1882756,0.744972689,7.223453278,9.69626589,,,,0
death,JUN 2021,202123,all_ages_adj,all_types,98,91618419,667,81497622.4,0.106965391,0.818428784,7.651341965,0.0609807,1.215339304,19.929895223,1
death,JUN 2021,202123,all_ages_adj,Janssen,7,7062474,667,81497622.4,0.099115409,0.818428784,8.25733144,0.095565517,1.215339304,12.717341331,1
death,JUN 2021,202123,all_ages_adj,Moderna,32,37085350,667,81497622.4,0.086287442,0.818428784,9.484911845,0.0427853,1.215339304,28.405508265,1
death,JUN 2021,202123,all_ages_adj,Pfizer,59,47390013,667,81497622.4,0.124498805,0.818428784,6.573788257,0.075403811,1.215339304,16.11774381,1
death,JUN 2021,202124,12-17,all_types,0,1666225,1,12419862,0,0.0080516,,,,,0
death,JUN 2021,202124,18-29,all_types,0,12764404,13,21236243,0,0.0612161,,,,,0
death,JUN 2021,202124,30-49,all_types,4,26917126,88,26142254,0.0148604,0.336619788,22.652093121,,,,0
death,JUN 2021,202124,50-64,all_types,15,25483387,195,13530287,0.0588619,1.441211114,24.484627044,,,,0
death,JUN 2021,202124,65-79,all_types,41,21190561,226,4761334.400000002,0.193482372,4.746568525,24.532304846,,,,1
death,JUN 2021,202124,80+,all_types,62,6215135,143,1861615,0.997564816,7.681502351,7.70025389,,,,0
death,JUN 2021,202124,all_ages_adj,all_types,122,94236838,666,79951595.4,0.12946105,0.833004015,6.434398725,0.078044888,1.240350432,15.892782575,1
death,JUN 2021,202124,all_ages_adj,Janssen,17,7303403,666,79951595.4,0.232768204,0.833004015,3.57868472,0.21837752,1.240350432,5.679844838,1
death,JUN 2021,202124,all_ages_adj,Moderna,32,38098547,666,79951595.4,0.083992704,0.833004015,9.917575822,0.0459705,1.240350432,26.981457943,1
death,JUN 2021,202124,all_ages_adj,Pfizer,73,48753003,666,79951595.4,0.149734366,0.833004015,5.563211953,0.097903514,1.240350432,12.669110394,1
death,JUN 2021,202125,12-17,all_types,0,2819823,0,12088578,0,0,,,,,0
death,JUN 2021,202125,18-29,all_types,0,13331916,12,20918418,0,0.0573657,,,,,0
death,JUN 2021,202125,30-49,all_types,4,27761192,100,25686093,0.0144086,0.389315728,27.019671695,,,,0
death,JUN 2021,202125,50-64,all_types,20,25977027,228,13275892,0.076991104,1.717398725,22.30645653,,,,0
death,JUN 2021,202125,65-79,all_types,59,21354435,261,4676725.400000002,0.276289211,5.580827987,20.199225169,,,,1
death,JUN 2021,202125,80+,all_types,61,6252123,140,1842073,0.975668585,7.600133111,7.789666726,,,,0
death,JUN 2021,202125,all_ages_adj,all_types,144,97496516,741,78487779.4,0.147697585,0.944096018,6.39208837,0.08958004,1.398661405,15.613538455,1
death,JUN 2021,202125,all_ages_adj,Janssen,21,7546984,741,78487779.4,0.278256851,0.944096018,3.392894068,0.254331947,1.398661405,5.499353982,1
death,JUN 2021,202125,all_ages_adj,Moderna,45,38883331,741,78487779.4,0.115730826,0.944096018,8.157688437,0.0598659,1.398661405,23.36324087,1
death,JUN 2021,202125,all_ages_adj,Pfizer,77,50983324,741,78487779.4,0.151029776,0.944096018,6.251058854,0.10048707,1.398661405,13.918819651,1
death,JUN 2021,202126,12-17,all_types,0,3576666,0,11796621,0,0,,,,,0
death,JUN 2021,202126,18-29,all_types,0,13873621,13,20617555,0,0.063053063,,,,,0
death,JUN 2021,202126,30-49,all_types,8,28550135,155,25257896,0.0280209,0.613669484,21.90043326,,,,0
death,JUN 2021,202126,50-64,all_types,22,26423146,301,13042410,0.083260335,2.30785568,27.7185489,,,,0
death,JUN 2021,202126,65-79,all_types,49,21500660,295,4600024.400000002,0.227899981,6.413009461,28.139578777,,,,1
death,JUN 2021,202126,80+,all_types,76,6284108,173,1825048,1.209399966,9.479202739,7.837938653,,,,0
death,JUN 2021,202126,all_ages_adj,all_types,155,100208336,937,77139554.4,0.154677751,1.214681634,7.85298228,0.099716831,1.758633456,17.63627494,1
death,JUN 2021,202126,all_ages_adj,Janssen,20,7773646,937,77139554.4,0.257279531,1.214681634,4.721252513,0.234365498,1.758633456,7.503806963,1
death,JUN 2021,202126,all_ages_adj,Moderna,39,39602755,937,77139554.4,0.098477997,1.214681634,12.334548503,0.0542882,1.758633456,32.39439633,1
death,JUN 2021,202126,all_ages_adj,Pfizer,96,52748204,937,77139554.4,0.181996718,1.214681634,6.674195275,0.126285863,1.758633456,13.925814159,1
death,JUL 2021,202127,12-17,all_types,0,3990773,1,11579839,0,0.0086357,,,,,0
death,JUL 2021,202127,18-29,all_types,0,14261738,27,20366955,0,0.132567681,,,,,0
death,JUL 2021,202127,30-49,all_types,9,29111868,224,24903307,0.0309152,0.899478933,29.095013285,,,,0
death,JUL 2021,202127,50-64,all_types,37,26745337,466,12848048,0.138341872,3.627010111,26.217731815,,,,0
death,JUL 2021,202127,65-79,all_types,93,21608084,453,4534774.3,0.430394476,9.989471802,23.210037185,,,,1
death,JUL 2021,202127,80+,all_types,130,6307489,227,1810352,2.061042041,12.538997941,6.083814737,,,,0
death,JUL 2021,202127,all_ages_adj,all_types,269,102025289,1398,76043275.3,0.263660121,1.838426862,6.972714941,0.167796098,2.642260533,15.746853293,1
death,JUL 2021,202127,all_ages_adj,Janssen,26,7958664,1398,76043275.3,0.326687997,1.838426862,5.627469879,0.295797787,2.642260533,8.932658221,1
death,JUL 2021,202127,all_ages_adj,Moderna,95,40119275,1398,76043275.3,0.23679391,1.838426862,7.763826616,0.128646734,2.642260533,20.538885445,1
death,JUL 2021,202127,all_ages_adj,Pfizer,147,53863029,1398,76043275.3,0.27291447,1.838426862,6.736274789,0.192398689,2.642260533,13.733256439,1
death,JUL 2021,202128,12-17,all_types,0,4326421,1,11326195,0,0.0088291,,,,,0
death,JUL 2021,202128,18-29,all_types,0,14572574,41,20097868,0,0.204001738,,,,,0
death,JUL 2021,202128,30-49,all_types,16,29559889,353,24528906,0.0541274,1.439118402,26.587612634,,,,0
death,JUL 2021,202128,50-64,all_types,57,26997005,679,12641847,0.211134531,5.371050607,25.438996506,,,,0
death,JUL 2021,202128,65-79,all_types,189,21692072,705,4465827.3,0.871286062,15.786548665,18.118674617,,,,1
death,JUL 2021,202128,80+,all_types,211,6326309,325,1794760,3.335278122,18.108270744,5.429313563,,,,0
death,JUL 2021,202128,all_ages_adj,all_types,473,103474270,2104,74855403.3,0.45711847,2.81075234,6.148848764,0.290377027,4.046495891,13.935316919,1
death,JUL 2021,202128,all_ages_adj,Janssen,61,8107946,2104,74855403.3,0.752348375,2.81075234,3.735971835,0.747153917,4.046495891,5.415879915,1
death,JUL 2021,202128,all_ages_adj,Moderna,129,40479585,2104,74855403.3,0.318679156,2.81075234,8.820006842,0.178155907,4.046495891,22.71322884,1
death,JUL 2021,202128,all_ages_adj,Pfizer,282,54801848,2104,74855403.3,0.514581187,2.81075234,5.462213564,0.355406399,4.046495891,11.38554596,1
death,JUL 2021,202129,12-17,all_types,1,4581047,3,11034050,0.0218291,0.0271886,1.245521001,,,,0
death,JUL 2021,202129,18-29,all_types,0,14834032,78,19800856,0,0.393922364,,,,,0
death,JUL 2021,202129,30-49,all_types,20,29928703,615,24089049,0.066825482,2.553027311,38.204398075,,,,0
death,JUL 2021,202129,50-64,all_types,106,27203101,1127,12385488,0.389661458,9.099358863,23.351960205,,,,0
death,JUL 2021,202129,65-79,all_types,304,21764021,1122,4380090.3,1.396800711,25.615910247,18.338987124,,,,1
death,JUL 2021,202129,80+,all_types,346,6342090,637,1776338,5.455614789,35.860292354,6.57309831,,,,0
death,JUL 2021,202129,all_ages_adj,all_types,777,104652994,3582,73465871.3,0.742453675,4.875733367,6.567053987,0.47406193,6.99028556,14.74551133,1
death,JUL 2021,202129,all_ages_adj,Janssen,100,8241175,3582,73465871.3,1.213419203,4.875733367,4.018177193,1.180459963,6.99028556,5.921662555,1
